Metaphor	Image
He is beginning to feel like a person that does not belong to any group or community, or a person that is an outsider.	C:/DataSet/SNLI/ImagesTest\image_209.jpg
On the rock, at her feet, stood Anita with stiff posture and pale face like a figurine made of wax that was discarded. 	C:/DataSet/SNLI/ImagesTest\image_210.jpg
On the rock, at her feet, stood Anita with stiff posture and pale face like a figurine made of wax that was discarded. 	C:/DataSet/SNLI/ImagesTest\image_211.jpg
On the rock, at her feet, stood Anita with stiff posture and pale face like a figurine made of wax that was discarded. 	C:/DataSet/SNLI/ImagesTest\image_212.jpg
On the rock, at her feet, stood Anita with stiff posture and pale face like a figurine made of wax that was discarded. 	C:/DataSet/SNLI/ImagesTest\image_213.jpg
Even though it was confirmed that the substance was not blood, the truth is more aligned with broken bones in a closet.	C:/DataSet/SNLI/ImagesTest\image_214.jpg
Even though it was confirmed that the substance was not blood, the truth is more aligned with broken bones in a closet.	C:/DataSet/SNLI/ImagesTest\image_215.jpg
The fruits have been preserved/protected and stored forever, remaining untouched and unaltered through time.	C:/DataSet/SNLI/ImagesTest\image_216.jpg
The fruits have been preserved/protected and stored forever, remaining untouched and unaltered through time.	C:/DataSet/SNLI/ImagesTest\image_217.jpg
The fruits have been preserved/protected and stored forever, remaining untouched and unaltered through time.	C:/DataSet/SNLI/ImagesTest\image_218.jpg
The fruits have been preserved/protected and stored forever, remaining untouched and unaltered through time.	C:/DataSet/SNLI/ImagesTest\image_219.jpg
The thoughts take over and control the person's actions and decisions, much like a plant grows and consumes its host.	C:/DataSet/SNLI/ImagesTest\image_220.jpg
The thoughts take over and control the person's actions and decisions, much like a plant grows and consumes its host.	C:/DataSet/SNLI/ImagesTest\image_221.jpg
The thoughts take over and control the person's actions and decisions, much like a plant grows and consumes its host.	C:/DataSet/SNLI/ImagesTest\image_222.jpg
The thoughts take over and control the person's actions and decisions, much like a plant grows and consumes its host.	C:/DataSet/SNLI/ImagesTest\image_223.jpg
At midnight on Sundays, the streets are bustling with people going out for drinks before the workweek begins, resembling an alcoholic's liquor cabinet.	C:/DataSet/SNLI/ImagesTest\image_224.jpg
At midnight on Sundays, the streets are bustling with people going out for drinks before the workweek begins, resembling an alcoholic's liquor cabinet.	C:/DataSet/SNLI/ImagesTest\image_225.jpg
At midnight on Sundays, the streets are bustling with people going out for drinks before the workweek begins, resembling an alcoholic's liquor cabinet.	C:/DataSet/SNLI/ImagesTest\image_226.jpg
At midnight on Sundays, the streets are bustling with people going out for drinks before the workweek begins, resembling an alcoholic's liquor cabinet.	C:/DataSet/SNLI/ImagesTest\image_227.jpg
They caused me to shudder, while I was sitting still.	C:/DataSet/SNLI/ImagesTest\image_228.jpg
They caused me to shudder, while I was sitting still.	C:/DataSet/SNLI/ImagesTest\image_229.jpg
They caused me to shudder, while I was sitting still.	C:/DataSet/SNLI/ImagesTest\image_230.jpg
They caused me to shudder, while I was sitting still.	C:/DataSet/SNLI/ImagesTest\image_231.jpg
When all was seemingly lost and the future seemed bleak, we found solace in the faint glimmer of hope that showed us the way forward.	C:/DataSet/SNLI/ImagesTest\image_232.jpg
When all was seemingly lost and the future seemed bleak, we found solace in the faint glimmer of hope that showed us the way forward.	C:/DataSet/SNLI/ImagesTest\image_233.jpg
They shook violently and unpredictably, moving extensively and swiftly, resulting in laughter and entertainment for the audience.	C:/DataSet/SNLI/ImagesTest\image_234.jpg
They shook violently and unpredictably, moving extensively and swiftly, resulting in laughter and entertainment for the audience.	C:/DataSet/SNLI/ImagesTest\image_235.jpg
They shook violently and unpredictably, moving extensively and swiftly, resulting in laughter and entertainment for the audience.	C:/DataSet/SNLI/ImagesTest\image_236.jpg
They shook violently and unpredictably, moving extensively and swiftly, resulting in laughter and entertainment for the audience.	C:/DataSet/SNLI/ImagesTest\image_237.jpg
I wanted to get some cash from the automated teller machine but it stopped working and would not dispense money.	C:/DataSet/SNLI/ImagesTest\image_238.jpg
I wanted to get some cash from the automated teller machine but it stopped working and would not dispense money.	C:/DataSet/SNLI/ImagesTest\image_239.jpg
My vision is sharp and colorful, resembling the aesthetic of the translucent colored panels of glass commonly found in religious buildings, known as stained glass.	C:/DataSet/SNLI/ImagesTest\image_240.jpg
His education gave him a civilized demeanor, but he was aggressive and dangerous, like a venomous snake cornered and ready to strike.	C:/DataSet/SNLI/ImagesTest\image_241.jpg
His education gave him a civilized demeanor, but he was aggressive and dangerous, like a venomous snake cornered and ready to strike.	C:/DataSet/SNLI/ImagesTest\image_242.jpg
His education gave him a civilized demeanor, but he was aggressive and dangerous, like a venomous snake cornered and ready to strike.	C:/DataSet/SNLI/ImagesTest\image_243.jpg
His education gave him a civilized demeanor, but he was aggressive and dangerous, like a venomous snake cornered and ready to strike.	C:/DataSet/SNLI/ImagesTest\image_244.jpg
She felt dizzy, nauseous, and experienced confusion or unclear thinking due to spelt. 	C:/DataSet/SNLI/ImagesTest\image_245.jpg
She felt dizzy, nauseous, and experienced confusion or unclear thinking due to spelt. 	C:/DataSet/SNLI/ImagesTest\image_246.jpg
She felt dizzy, nauseous, and experienced confusion or unclear thinking due to spelt. 	C:/DataSet/SNLI/ImagesTest\image_247.jpg
You have recently been acting distant and glancing into the distance with a malignant smile akin to that of Cruella De Vil.	C:/DataSet/SNLI/ImagesTest\image_248.jpg
You have recently been acting distant and glancing into the distance with a malignant smile akin to that of Cruella De Vil.	C:/DataSet/SNLI/ImagesTest\image_249.jpg
You have recently been acting distant and glancing into the distance with a malignant smile akin to that of Cruella De Vil.	C:/DataSet/SNLI/ImagesTest\image_250.jpg
You have recently been acting distant and glancing into the distance with a malignant smile akin to that of Cruella De Vil.	C:/DataSet/SNLI/ImagesTest\image_251.jpg
He begged for her forgiveness but she didn't move an inch, she was immobile. 	C:/DataSet/SNLI/ImagesTest\image_252.jpg
He begged for her forgiveness but she didn't move an inch, she was immobile. 	C:/DataSet/SNLI/ImagesTest\image_253.jpg
He begged for her forgiveness but she didn't move an inch, she was immobile. 	C:/DataSet/SNLI/ImagesTest\image_254.jpg
He begged for her forgiveness but she didn't move an inch, she was immobile. 	C:/DataSet/SNLI/ImagesTest\image_255.jpg
He begged for her forgiveness but she didn't move an inch, she was immobile. 	C:/DataSet/SNLI/ImagesTest\image_256.jpg
He begged for her forgiveness but she didn't move an inch, she was immobile. 	C:/DataSet/SNLI/ImagesTest\image_257.jpg
He begged for her forgiveness but she didn't move an inch, she was immobile. 	C:/DataSet/SNLI/ImagesTest\image_258.jpg
He begged for her forgiveness but she didn't move an inch, she was immobile. 	C:/DataSet/SNLI/ImagesTest\image_259.jpg
Whom fate has joined with difficult circumstances.	C:/DataSet/SNLI/ImagesTest\image_260.jpg
Whom fate has joined with difficult circumstances.	C:/DataSet/SNLI/ImagesTest\image_261.jpg
Don't change the meaning of what I say.	C:/DataSet/SNLI/ImagesTest\image_262.jpg
Don't change the meaning of what I say.	C:/DataSet/SNLI/ImagesTest\image_263.jpg
Don't change the meaning of what I say.	C:/DataSet/SNLI/ImagesTest\image_264.jpg
A yellow star emits radiant energy from the heavens at a high altitude.	C:/DataSet/SNLI/ImagesTest\image_265.jpg
A yellow star emits radiant energy from the heavens at a high altitude.	C:/DataSet/SNLI/ImagesTest\image_266.jpg
A yellow star emits radiant energy from the heavens at a high altitude.	C:/DataSet/SNLI/ImagesTest\image_267.jpg
A yellow star emits radiant energy from the heavens at a high altitude.	C:/DataSet/SNLI/ImagesTest\image_268.jpg
A yellow star emits radiant energy from the heavens at a high altitude.	C:/DataSet/SNLI/ImagesTest\image_269.jpg
A yellow star emits radiant energy from the heavens at a high altitude.	C:/DataSet/SNLI/ImagesTest\image_270.jpg
A yellow star emits radiant energy from the heavens at a high altitude.	C:/DataSet/SNLI/ImagesTest\image_271.jpg
A yellow star emits radiant energy from the heavens at a high altitude.	C:/DataSet/SNLI/ImagesTest\image_272.jpg
The family was very friendly to each other and to those that they meet, behaving like a group of wolves that has formed a strong bond and pack dynamics despite not being related to each other.	C:/DataSet/SNLI/ImagesTest\image_273.jpg
The family was very friendly to each other and to those that they meet, behaving like a group of wolves that has formed a strong bond and pack dynamics despite not being related to each other.	C:/DataSet/SNLI/ImagesTest\image_274.jpg
The family was very friendly to each other and to those that they meet, behaving like a group of wolves that has formed a strong bond and pack dynamics despite not being related to each other.	C:/DataSet/SNLI/ImagesTest\image_275.jpg
The family was very friendly to each other and to those that they meet, behaving like a group of wolves that has formed a strong bond and pack dynamics despite not being related to each other.	C:/DataSet/SNLI/ImagesTest\image_276.jpg
He shared information publicly despite his efforts to keep it confidential.	C:/DataSet/SNLI/ImagesTest\image_277.jpg
He sits at the front of the car and I sit at the back which should be fine even though he compares it to a doctor accidentally dropping keys into the open heart cavity of a patient.	C:/DataSet/SNLI/ImagesTest\image_278.jpg
He sits at the front of the car and I sit at the back which should be fine even though he compares it to a doctor accidentally dropping keys into the open heart cavity of a patient.	C:/DataSet/SNLI/ImagesTest\image_279.jpg
He sits at the front of the car and I sit at the back which should be fine even though he compares it to a doctor accidentally dropping keys into the open heart cavity of a patient.	C:/DataSet/SNLI/ImagesTest\image_280.jpg
He sits at the front of the car and I sit at the back which should be fine even though he compares it to a doctor accidentally dropping keys into the open heart cavity of a patient.	C:/DataSet/SNLI/ImagesTest\image_281.jpg
Hillary denied the accusations against her.	C:/DataSet/SNLI/ImagesTest\image_282.jpg
Hillary denied the accusations against her.	C:/DataSet/SNLI/ImagesTest\image_283.jpg
Hillary denied the accusations against her.	C:/DataSet/SNLI/ImagesTest\image_284.jpg
Hillary denied the accusations against her.	C:/DataSet/SNLI/ImagesTest\image_285.jpg
The atmosphere was dimly lit with a melancholy vibe, akin to a funeral home's interior, seemingly prepared for a noteworthy individual's farewell ceremony.	C:/DataSet/SNLI/ImagesTest\image_286.jpg
The atmosphere was dimly lit with a melancholy vibe, akin to a funeral home's interior, seemingly prepared for a noteworthy individual's farewell ceremony.	C:/DataSet/SNLI/ImagesTest\image_287.jpg
The atmosphere was dimly lit with a melancholy vibe, akin to a funeral home's interior, seemingly prepared for a noteworthy individual's farewell ceremony.	C:/DataSet/SNLI/ImagesTest\image_288.jpg
The atmosphere was dimly lit with a melancholy vibe, akin to a funeral home's interior, seemingly prepared for a noteworthy individual's farewell ceremony.	C:/DataSet/SNLI/ImagesTest\image_289.jpg
Her heart contracted and expanded in her ribcage, rapidly and with varying intensity, resembling the flapping of a butterfly's wings.	C:/DataSet/SNLI/ImagesTest\image_290.jpg
Her heart contracted and expanded in her ribcage, rapidly and with varying intensity, resembling the flapping of a butterfly's wings.	C:/DataSet/SNLI/ImagesTest\image_291.jpg
Her heart contracted and expanded in her ribcage, rapidly and with varying intensity, resembling the flapping of a butterfly's wings.	C:/DataSet/SNLI/ImagesTest\image_292.jpg
His health was extinguished, much like a candle, when he smoked cigarettes.	C:/DataSet/SNLI/ImagesTest\image_293.jpg
His health was extinguished, much like a candle, when he smoked cigarettes.	C:/DataSet/SNLI/ImagesTest\image_294.jpg
His health was extinguished, much like a candle, when he smoked cigarettes.	C:/DataSet/SNLI/ImagesTest\image_295.jpg
His health was extinguished, much like a candle, when he smoked cigarettes.	C:/DataSet/SNLI/ImagesTest\image_296.jpg
He intended to fight yet lacked the courage and determination to do so, resembling an immature dog helplessly held by the neck.	C:/DataSet/SNLI/ImagesTest\image_297.jpg
He intended to fight yet lacked the courage and determination to do so, resembling an immature dog helplessly held by the neck.	C:/DataSet/SNLI/ImagesTest\image_298.jpg
He intended to fight yet lacked the courage and determination to do so, resembling an immature dog helplessly held by the neck.	C:/DataSet/SNLI/ImagesTest\image_299.jpg
He intended to fight yet lacked the courage and determination to do so, resembling an immature dog helplessly held by the neck.	C:/DataSet/SNLI/ImagesTest\image_300.jpg
His anxiousness propelled him to be courageous and bold like a lion.	C:/DataSet/SNLI/ImagesTest\image_301.jpg
"His eyes begin to water; a phenomenon that resembles the shedding of glow-in-the-dark paint particles."	C:/DataSet/SNLI/ImagesTest\image_302.jpg
"His eyes begin to water; a phenomenon that resembles the shedding of glow-in-the-dark paint particles."	C:/DataSet/SNLI/ImagesTest\image_303.jpg
"His eyes begin to water; a phenomenon that resembles the shedding of glow-in-the-dark paint particles."	C:/DataSet/SNLI/ImagesTest\image_304.jpg
"His eyes begin to water; a phenomenon that resembles the shedding of glow-in-the-dark paint particles."	C:/DataSet/SNLI/ImagesTest\image_305.jpg
You had a lot of work to do and are describing the feeling of being overwhelmed by it.	C:/DataSet/SNLI/ImagesTest\image_306.jpg
You had a lot of work to do and are describing the feeling of being overwhelmed by it.	C:/DataSet/SNLI/ImagesTest\image_307.jpg
You had a lot of work to do and are describing the feeling of being overwhelmed by it.	C:/DataSet/SNLI/ImagesTest\image_308.jpg
You had a lot of work to do and are describing the feeling of being overwhelmed by it.	C:/DataSet/SNLI/ImagesTest\image_309.jpg
Several changes were initiated in the year 1943, which led to a sequence of further alterations, innovations, or redevelopment thereafter. 	C:/DataSet/SNLI/ImagesTest\image_310.jpg
Several changes were initiated in the year 1943, which led to a sequence of further alterations, innovations, or redevelopment thereafter. 	C:/DataSet/SNLI/ImagesTest\image_311.jpg
The critics threw flowers at this broadway show's cast members to show their happiness and delight.	C:/DataSet/SNLI/ImagesTest\image_312.jpg
The critics threw flowers at this broadway show's cast members to show their happiness and delight.	C:/DataSet/SNLI/ImagesTest\image_313.jpg
The critics threw flowers at this broadway show's cast members to show their happiness and delight.	C:/DataSet/SNLI/ImagesTest\image_314.jpg
The critics threw flowers at this broadway show's cast members to show their happiness and delight.	C:/DataSet/SNLI/ImagesTest\image_315.jpg
A decrepit structure of wooden planks and hay, a makeshift shelter of sorts, blending into the landscape.	C:/DataSet/SNLI/ImagesTest\image_316.jpg
A decrepit structure of wooden planks and hay, a makeshift shelter of sorts, blending into the landscape.	C:/DataSet/SNLI/ImagesTest\image_317.jpg
A decrepit structure of wooden planks and hay, a makeshift shelter of sorts, blending into the landscape.	C:/DataSet/SNLI/ImagesTest\image_318.jpg
A decrepit structure of wooden planks and hay, a makeshift shelter of sorts, blending into the landscape.	C:/DataSet/SNLI/ImagesTest\image_319.jpg
He waited with intense focus and readiness, like an animal prepared to attack its prey. 	C:/DataSet/SNLI/ImagesTest\image_320.jpg
He waited with intense focus and readiness, like an animal prepared to attack its prey. 	C:/DataSet/SNLI/ImagesTest\image_321.jpg
People were leaving the theater quickly. 	C:/DataSet/SNLI/ImagesTest\image_322.jpg
His desires led him through life, providing direction.	C:/DataSet/SNLI/ImagesTest\image_323.jpg
His desires led him through life, providing direction.	C:/DataSet/SNLI/ImagesTest\image_324.jpg
His desires led him through life, providing direction.	C:/DataSet/SNLI/ImagesTest\image_325.jpg
His desires led him through life, providing direction.	C:/DataSet/SNLI/ImagesTest\image_326.jpg
Employees working overtime that they did not agree to causes anger and resentment among employees. 	C:/DataSet/SNLI/ImagesTest\image_327.jpg
Employees working overtime that they did not agree to causes anger and resentment among employees. 	C:/DataSet/SNLI/ImagesTest\image_328.jpg
Employees working overtime that they did not agree to causes anger and resentment among employees. 	C:/DataSet/SNLI/ImagesTest\image_329.jpg
Employees working overtime that they did not agree to causes anger and resentment among employees. 	C:/DataSet/SNLI/ImagesTest\image_330.jpg
Employees working overtime that they did not agree to causes anger and resentment among employees. 	C:/DataSet/SNLI/ImagesTest\image_331.jpg
Employees working overtime that they did not agree to causes anger and resentment among employees. 	C:/DataSet/SNLI/ImagesTest\image_332.jpg
Employees working overtime that they did not agree to causes anger and resentment among employees. 	C:/DataSet/SNLI/ImagesTest\image_333.jpg
Employees working overtime that they did not agree to causes anger and resentment among employees. 	C:/DataSet/SNLI/ImagesTest\image_334.jpg
Employees working overtime that they did not agree to causes anger and resentment among employees. 	C:/DataSet/SNLI/ImagesTest\image_335.jpg
Employees working overtime that they did not agree to causes anger and resentment among employees. 	C:/DataSet/SNLI/ImagesTest\image_336.jpg
Employees working overtime that they did not agree to causes anger and resentment among employees. 	C:/DataSet/SNLI/ImagesTest\image_337.jpg
Employees working overtime that they did not agree to causes anger and resentment among employees. 	C:/DataSet/SNLI/ImagesTest\image_338.jpg
I am in a situation where I have no influence over the events in my life, and yet I am thriving in an environment that I am intimately familiar with.	C:/DataSet/SNLI/ImagesTest\image_339.jpg
I am in a situation where I have no influence over the events in my life, and yet I am thriving in an environment that I am intimately familiar with.	C:/DataSet/SNLI/ImagesTest\image_340.jpg
I am in a situation where I have no influence over the events in my life, and yet I am thriving in an environment that I am intimately familiar with.	C:/DataSet/SNLI/ImagesTest\image_341.jpg
I am in a situation where I have no influence over the events in my life, and yet I am thriving in an environment that I am intimately familiar with.	C:/DataSet/SNLI/ImagesTest\image_342.jpg
He moved my objections to the side.	C:/DataSet/SNLI/ImagesTest\image_343.jpg
He moved my objections to the side.	C:/DataSet/SNLI/ImagesTest\image_344.jpg
He moved my objections to the side.	C:/DataSet/SNLI/ImagesTest\image_345.jpg
When the prophet predicted that all your dreams would come true, it meant that your dreams would be fulfilled and realized, just like the odds of winning a lottery are high and therefore, you, as the winner, would be in a position of good fortune.	C:/DataSet/SNLI/ImagesTest\image_346.jpg
When the prophet predicted that all your dreams would come true, it meant that your dreams would be fulfilled and realized, just like the odds of winning a lottery are high and therefore, you, as the winner, would be in a position of good fortune.	C:/DataSet/SNLI/ImagesTest\image_347.jpg
When the prophet predicted that all your dreams would come true, it meant that your dreams would be fulfilled and realized, just like the odds of winning a lottery are high and therefore, you, as the winner, would be in a position of good fortune.	C:/DataSet/SNLI/ImagesTest\image_348.jpg
When the prophet predicted that all your dreams would come true, it meant that your dreams would be fulfilled and realized, just like the odds of winning a lottery are high and therefore, you, as the winner, would be in a position of good fortune.	C:/DataSet/SNLI/ImagesTest\image_349.jpg
Their recollection of your previous experiences is haphazard and inaccurate, resembling blindfolded persons attempting to hit a specific target using a dart.	C:/DataSet/SNLI/ImagesTest\image_350.jpg
Their recollection of your previous experiences is haphazard and inaccurate, resembling blindfolded persons attempting to hit a specific target using a dart.	C:/DataSet/SNLI/ImagesTest\image_351.jpg
You started your life journey 30 years ago. 	C:/DataSet/SNLI/ImagesTest\image_352.jpg
You started your life journey 30 years ago. 	C:/DataSet/SNLI/ImagesTest\image_353.jpg
You started your life journey 30 years ago. 	C:/DataSet/SNLI/ImagesTest\image_354.jpg
You started your life journey 30 years ago. 	C:/DataSet/SNLI/ImagesTest\image_355.jpg
You started your life journey 30 years ago. 	C:/DataSet/SNLI/ImagesTest\image_356.jpg
You started your life journey 30 years ago. 	C:/DataSet/SNLI/ImagesTest\image_357.jpg
You started your life journey 30 years ago. 	C:/DataSet/SNLI/ImagesTest\image_358.jpg
You started your life journey 30 years ago. 	C:/DataSet/SNLI/ImagesTest\image_359.jpg
You started your life journey 30 years ago. 	C:/DataSet/SNLI/ImagesTest\image_360.jpg
You started your life journey 30 years ago. 	C:/DataSet/SNLI/ImagesTest\image_361.jpg
You started your life journey 30 years ago. 	C:/DataSet/SNLI/ImagesTest\image_362.jpg
You started your life journey 30 years ago. 	C:/DataSet/SNLI/ImagesTest\image_363.jpg
Ensure that you maintain an acceptable distance from Bill today as he is portraying indicators of discontent and is likely to exhibit unpleasantness.	C:/DataSet/SNLI/ImagesTest\image_364.jpg
Ensure that you maintain an acceptable distance from Bill today as he is portraying indicators of discontent and is likely to exhibit unpleasantness.	C:/DataSet/SNLI/ImagesTest\image_365.jpg
Ensure that you maintain an acceptable distance from Bill today as he is portraying indicators of discontent and is likely to exhibit unpleasantness.	C:/DataSet/SNLI/ImagesTest\image_366.jpg
Ensure that you maintain an acceptable distance from Bill today as he is portraying indicators of discontent and is likely to exhibit unpleasantness.	C:/DataSet/SNLI/ImagesTest\image_367.jpg
By the time for sixth period photography arrived, I was hurting like a bear experiencing discomfort due to a thorn in its paw.	C:/DataSet/SNLI/ImagesTest\image_368.jpg
By the time for sixth period photography arrived, I was hurting like a bear experiencing discomfort due to a thorn in its paw.	C:/DataSet/SNLI/ImagesTest\image_369.jpg
By the time for sixth period photography arrived, I was hurting like a bear experiencing discomfort due to a thorn in its paw.	C:/DataSet/SNLI/ImagesTest\image_370.jpg
By the time for sixth period photography arrived, I was hurting like a bear experiencing discomfort due to a thorn in its paw.	C:/DataSet/SNLI/ImagesTest\image_371.jpg
Small droplets of water that fall on my coat, stick.	C:/DataSet/SNLI/ImagesTest\image_372.jpg
Their initial cold and unfriendly looks have evolved into purposeful movement intended to convey a message.	C:/DataSet/SNLI/ImagesTest\image_373.jpg
Their initial cold and unfriendly looks have evolved into purposeful movement intended to convey a message.	C:/DataSet/SNLI/ImagesTest\image_374.jpg
Their initial cold and unfriendly looks have evolved into purposeful movement intended to convey a message.	C:/DataSet/SNLI/ImagesTest\image_375.jpg
Their initial cold and unfriendly looks have evolved into purposeful movement intended to convey a message.	C:/DataSet/SNLI/ImagesTest\image_376.jpg
Their initial cold and unfriendly looks have evolved into purposeful movement intended to convey a message.	C:/DataSet/SNLI/ImagesTest\image_377.jpg
Their initial cold and unfriendly looks have evolved into purposeful movement intended to convey a message.	C:/DataSet/SNLI/ImagesTest\image_378.jpg
Their initial cold and unfriendly looks have evolved into purposeful movement intended to convey a message.	C:/DataSet/SNLI/ImagesTest\image_379.jpg
Their initial cold and unfriendly looks have evolved into purposeful movement intended to convey a message.	C:/DataSet/SNLI/ImagesTest\image_380.jpg
Their initial cold and unfriendly looks have evolved into purposeful movement intended to convey a message.	C:/DataSet/SNLI/ImagesTest\image_381.jpg
Their initial cold and unfriendly looks have evolved into purposeful movement intended to convey a message.	C:/DataSet/SNLI/ImagesTest\image_382.jpg
Their initial cold and unfriendly looks have evolved into purposeful movement intended to convey a message.	C:/DataSet/SNLI/ImagesTest\image_383.jpg
Their initial cold and unfriendly looks have evolved into purposeful movement intended to convey a message.	C:/DataSet/SNLI/ImagesTest\image_384.jpg
Between the two, dangerous entities lay in wait, resembling the mythical monsters Scylla and Charybdas.	C:/DataSet/SNLI/ImagesTest\image_385.jpg
Between the two, dangerous entities lay in wait, resembling the mythical monsters Scylla and Charybdas.	C:/DataSet/SNLI/ImagesTest\image_386.jpg
Between the two, dangerous entities lay in wait, resembling the mythical monsters Scylla and Charybdas.	C:/DataSet/SNLI/ImagesTest\image_387.jpg
Between the two, dangerous entities lay in wait, resembling the mythical monsters Scylla and Charybdas.	C:/DataSet/SNLI/ImagesTest\image_388.jpg
The possibility was in front of her but seemed far-fetched and elusive like a mirage seems in the desert.	C:/DataSet/SNLI/ImagesTest\image_389.jpg
The possibility was in front of her but seemed far-fetched and elusive like a mirage seems in the desert.	C:/DataSet/SNLI/ImagesTest\image_390.jpg
The possibility was in front of her but seemed far-fetched and elusive like a mirage seems in the desert.	C:/DataSet/SNLI/ImagesTest\image_391.jpg
The possibility was in front of her but seemed far-fetched and elusive like a mirage seems in the desert.	C:/DataSet/SNLI/ImagesTest\image_392.jpg
there was a surge of strong negative emotion which he experienced and which he navigated by riding it out until the emotion subsided.	C:/DataSet/SNLI/ImagesTest\image_393.jpg
there was a surge of strong negative emotion which he experienced and which he navigated by riding it out until the emotion subsided.	C:/DataSet/SNLI/ImagesTest\image_394.jpg
there was a surge of strong negative emotion which he experienced and which he navigated by riding it out until the emotion subsided.	C:/DataSet/SNLI/ImagesTest\image_395.jpg
there was a surge of strong negative emotion which he experienced and which he navigated by riding it out until the emotion subsided.	C:/DataSet/SNLI/ImagesTest\image_396.jpg
there was a surge of strong negative emotion which he experienced and which he navigated by riding it out until the emotion subsided.	C:/DataSet/SNLI/ImagesTest\image_397.jpg
there was a surge of strong negative emotion which he experienced and which he navigated by riding it out until the emotion subsided.	C:/DataSet/SNLI/ImagesTest\image_398.jpg
there was a surge of strong negative emotion which he experienced and which he navigated by riding it out until the emotion subsided.	C:/DataSet/SNLI/ImagesTest\image_399.jpg
there was a surge of strong negative emotion which he experienced and which he navigated by riding it out until the emotion subsided.	C:/DataSet/SNLI/ImagesTest\image_400.jpg
She continuously interrupted the conversation, like a fly buzzing around a picnic and refusing to leave. 	C:/DataSet/SNLI/ImagesTest\image_401.jpg
She continuously interrupted the conversation, like a fly buzzing around a picnic and refusing to leave. 	C:/DataSet/SNLI/ImagesTest\image_402.jpg
He is charming until his requests are slowly turned into something that is progressively difficult to achieve, resembling the demands of a megolamaniac.	C:/DataSet/SNLI/ImagesTest\image_403.jpg
He is charming until his requests are slowly turned into something that is progressively difficult to achieve, resembling the demands of a megolamaniac.	C:/DataSet/SNLI/ImagesTest\image_404.jpg
He is charming until his requests are slowly turned into something that is progressively difficult to achieve, resembling the demands of a megolamaniac.	C:/DataSet/SNLI/ImagesTest\image_405.jpg
He is charming until his requests are slowly turned into something that is progressively difficult to achieve, resembling the demands of a megolamaniac.	C:/DataSet/SNLI/ImagesTest\image_406.jpg
They were sharing a variety of documents while simultaneously allowing confidential information to be released.	C:/DataSet/SNLI/ImagesTest\image_407.jpg
They were sharing a variety of documents while simultaneously allowing confidential information to be released.	C:/DataSet/SNLI/ImagesTest\image_408.jpg
They were sharing a variety of documents while simultaneously allowing confidential information to be released.	C:/DataSet/SNLI/ImagesTest\image_409.jpg
They were sharing a variety of documents while simultaneously allowing confidential information to be released.	C:/DataSet/SNLI/ImagesTest\image_410.jpg
"I lifted my head to look at him suspiciously; his nose was flaring like an angry bull's. "	C:/DataSet/SNLI/ImagesTest\image_411.jpg
Her oddly coloured hair was styled in a short, spiky manner and her eyes were heavily lined, resembling a gothic version of a clown.	C:/DataSet/SNLI/ImagesTest\image_412.jpg
Her oddly coloured hair was styled in a short, spiky manner and her eyes were heavily lined, resembling a gothic version of a clown.	C:/DataSet/SNLI/ImagesTest\image_413.jpg
Her oddly coloured hair was styled in a short, spiky manner and her eyes were heavily lined, resembling a gothic version of a clown.	C:/DataSet/SNLI/ImagesTest\image_414.jpg
He thinks these documents will be revealed to the public soon or at a later period.	C:/DataSet/SNLI/ImagesTest\image_415.jpg
He thinks these documents will be revealed to the public soon or at a later period.	C:/DataSet/SNLI/ImagesTest\image_416.jpg
He thinks these documents will be revealed to the public soon or at a later period.	C:/DataSet/SNLI/ImagesTest\image_417.jpg
He thinks these documents will be revealed to the public soon or at a later period.	C:/DataSet/SNLI/ImagesTest\image_418.jpg
The faculty meeting was filled with individuals who engaged in a performative display of wit and humorous intent: resembling the presentation of talents characteristic of a comedy show.	C:/DataSet/SNLI/ImagesTest\image_419.jpg
The faculty meeting was filled with individuals who engaged in a performative display of wit and humorous intent: resembling the presentation of talents characteristic of a comedy show.	C:/DataSet/SNLI/ImagesTest\image_420.jpg
The faculty meeting was filled with individuals who engaged in a performative display of wit and humorous intent: resembling the presentation of talents characteristic of a comedy show.	C:/DataSet/SNLI/ImagesTest\image_421.jpg
The faculty meeting was filled with individuals who engaged in a performative display of wit and humorous intent: resembling the presentation of talents characteristic of a comedy show.	C:/DataSet/SNLI/ImagesTest\image_422.jpg
The place had a questionable atmosphere and looked run-down, resembling a shady hangout spot one would typically associate with something questionable. 	C:/DataSet/SNLI/ImagesTest\image_423.jpg
The place had a questionable atmosphere and looked run-down, resembling a shady hangout spot one would typically associate with something questionable. 	C:/DataSet/SNLI/ImagesTest\image_424.jpg
The place had a questionable atmosphere and looked run-down, resembling a shady hangout spot one would typically associate with something questionable. 	C:/DataSet/SNLI/ImagesTest\image_425.jpg
The place had a questionable atmosphere and looked run-down, resembling a shady hangout spot one would typically associate with something questionable. 	C:/DataSet/SNLI/ImagesTest\image_426.jpg
Her hands have the texture of a soft leather garment worn through weathering rather than one that is freshly tanned.	C:/DataSet/SNLI/ImagesTest\image_427.jpg
Her hands have the texture of a soft leather garment worn through weathering rather than one that is freshly tanned.	C:/DataSet/SNLI/ImagesTest\image_428.jpg
He has a facial expression that involves smiling widely and showing his teeth, resembling the grin of a monkey.	C:/DataSet/SNLI/ImagesTest\image_429.jpg
