Metaphor,Image
The candle flame shivered in the dark.,C:/DataSet/SNLI/ImagesDev\image_299.jpg
I feel like a drab buffoon.,C:/DataSet/SNLI/ImagesDev\image_300.jpg
I feel like a drab buffoon.,C:/DataSet/SNLI/ImagesDev\image_301.jpg
I feel like a drab buffoon.,C:/DataSet/SNLI/ImagesDev\image_302.jpg
I feel like a drab buffoon.,C:/DataSet/SNLI/ImagesDev\image_303.jpg
His hair was thick like a needle.,C:/DataSet/SNLI/ImagesDev\image_304.jpg
His hair was thick like a needle.,C:/DataSet/SNLI/ImagesDev\image_305.jpg
The ex-slave found freedom shortly before she died.,C:/DataSet/SNLI/ImagesDev\image_306.jpg
It filled gabe with something like a heroin rush.,C:/DataSet/SNLI/ImagesDev\image_307.jpg
It filled gabe with something like a heroin rush.,C:/DataSet/SNLI/ImagesDev\image_308.jpg
It filled gabe with something like a heroin rush.,C:/DataSet/SNLI/ImagesDev\image_309.jpg
It filled gabe with something like a heroin rush.,C:/DataSet/SNLI/ImagesDev\image_310.jpg
The politician clawed his rival.,C:/DataSet/SNLI/ImagesDev\image_311.jpg
The politician clawed his rival.,C:/DataSet/SNLI/ImagesDev\image_312.jpg
She was like a china teacup .,C:/DataSet/SNLI/ImagesDev\image_313.jpg
She was like a china teacup .,C:/DataSet/SNLI/ImagesDev\image_314.jpg
She was like a china teacup .,C:/DataSet/SNLI/ImagesDev\image_315.jpg
She was like a china teacup .,C:/DataSet/SNLI/ImagesDev\image_316.jpg
The car pummeled the toy.,C:/DataSet/SNLI/ImagesDev\image_317.jpg
The news hit me like a Mack truck.,C:/DataSet/SNLI/ImagesDev\image_318.jpg
The news hit me like a Mack truck.,C:/DataSet/SNLI/ImagesDev\image_319.jpg
The news hit me like a Mack truck.,C:/DataSet/SNLI/ImagesDev\image_320.jpg
The news hit me like a Mack truck.,C:/DataSet/SNLI/ImagesDev\image_321.jpg
"Pale, yet bright it's flesh glowed like a gentle ember.",C:/DataSet/SNLI/ImagesDev\image_322.jpg
"Pale, yet bright it's flesh glowed like a gentle ember.",C:/DataSet/SNLI/ImagesDev\image_323.jpg
"Pale, yet bright it's flesh glowed like a gentle ember.",C:/DataSet/SNLI/ImagesDev\image_324.jpg
"Pale, yet bright it's flesh glowed like a gentle ember.",C:/DataSet/SNLI/ImagesDev\image_325.jpg
"Though the distance I have to cover is short, it feels like crawling through the desert.",C:/DataSet/SNLI/ImagesDev\image_326.jpg
"Though the distance I have to cover is short, it feels like crawling through the desert.",C:/DataSet/SNLI/ImagesDev\image_327.jpg
"Though the distance I have to cover is short, it feels like crawling through the desert.",C:/DataSet/SNLI/ImagesDev\image_328.jpg
"Though the distance I have to cover is short, it feels like crawling through the desert.",C:/DataSet/SNLI/ImagesDev\image_329.jpg
They are accidents waiting to happen.,C:/DataSet/SNLI/ImagesDev\image_330.jpg
They are accidents waiting to happen.,C:/DataSet/SNLI/ImagesDev\image_331.jpg
They are accidents waiting to happen.,C:/DataSet/SNLI/ImagesDev\image_332.jpg
They are accidents waiting to happen.,C:/DataSet/SNLI/ImagesDev\image_333.jpg
They are accidents waiting to happen.,C:/DataSet/SNLI/ImagesDev\image_334.jpg
They are accidents waiting to happen.,C:/DataSet/SNLI/ImagesDev\image_335.jpg
They are accidents waiting to happen.,C:/DataSet/SNLI/ImagesDev\image_336.jpg
They are accidents waiting to happen.,C:/DataSet/SNLI/ImagesDev\image_337.jpg
They are accidents waiting to happen.,C:/DataSet/SNLI/ImagesDev\image_338.jpg
They are accidents waiting to happen.,C:/DataSet/SNLI/ImagesDev\image_339.jpg
They are accidents waiting to happen.,C:/DataSet/SNLI/ImagesDev\image_340.jpg
They are accidents waiting to happen.,C:/DataSet/SNLI/ImagesDev\image_341.jpg
His hand felt like a bear paw .,C:/DataSet/SNLI/ImagesDev\image_342.jpg
The barrel was like a lava tube,C:/DataSet/SNLI/ImagesDev\image_343.jpg
The barrel was like a lava tube,C:/DataSet/SNLI/ImagesDev\image_344.jpg
The barrel was like a lava tube,C:/DataSet/SNLI/ImagesDev\image_345.jpg
The barrel was like a lava tube,C:/DataSet/SNLI/ImagesDev\image_346.jpg
The moment had arrived for killing the past and coming back to life,C:/DataSet/SNLI/ImagesDev\image_347.jpg
The moment had arrived for killing the past and coming back to life,C:/DataSet/SNLI/ImagesDev\image_348.jpg
The moment had arrived for killing the past and coming back to life,C:/DataSet/SNLI/ImagesDev\image_349.jpg
The moment had arrived for killing the past and coming back to life,C:/DataSet/SNLI/ImagesDev\image_350.jpg
The moment had arrived for killing the past and coming back to life,C:/DataSet/SNLI/ImagesDev\image_351.jpg
The moment had arrived for killing the past and coming back to life,C:/DataSet/SNLI/ImagesDev\image_352.jpg
The moment had arrived for killing the past and coming back to life,C:/DataSet/SNLI/ImagesDev\image_353.jpg
The moment had arrived for killing the past and coming back to life,C:/DataSet/SNLI/ImagesDev\image_354.jpg
The moment had arrived for killing the past and coming back to life,C:/DataSet/SNLI/ImagesDev\image_355.jpg
The moment had arrived for killing the past and coming back to life,C:/DataSet/SNLI/ImagesDev\image_356.jpg
The moment had arrived for killing the past and coming back to life,C:/DataSet/SNLI/ImagesDev\image_357.jpg
The moment had arrived for killing the past and coming back to life,C:/DataSet/SNLI/ImagesDev\image_358.jpg
The moment had arrived for killing the past and coming back to life,C:/DataSet/SNLI/ImagesDev\image_359.jpg
The moment had arrived for killing the past and coming back to life,C:/DataSet/SNLI/ImagesDev\image_360.jpg
The moment had arrived for killing the past and coming back to life,C:/DataSet/SNLI/ImagesDev\image_361.jpg
The moment had arrived for killing the past and coming back to life,C:/DataSet/SNLI/ImagesDev\image_362.jpg
The President brushed aside the accusations.,C:/DataSet/SNLI/ImagesDev\image_363.jpg
The President brushed aside the accusations.,C:/DataSet/SNLI/ImagesDev\image_364.jpg
You will love the new train. it is a heavenly ride.,C:/DataSet/SNLI/ImagesDev\image_365.jpg
You will love the new train. it is a heavenly ride.,C:/DataSet/SNLI/ImagesDev\image_366.jpg
You will love the new train. it is a heavenly ride.,C:/DataSet/SNLI/ImagesDev\image_367.jpg
You will love the new train. it is a heavenly ride.,C:/DataSet/SNLI/ImagesDev\image_368.jpg
Six weeks after alex's death and peter's grief was like an open wound.,C:/DataSet/SNLI/ImagesDev\image_369.jpg
Six weeks after alex's death and peter's grief was like an open wound.,C:/DataSet/SNLI/ImagesDev\image_370.jpg
Six weeks after alex's death and peter's grief was like an open wound.,C:/DataSet/SNLI/ImagesDev\image_371.jpg
Six weeks after alex's death and peter's grief was like an open wound.,C:/DataSet/SNLI/ImagesDev\image_372.jpg
Which horse are you wagering on.,C:/DataSet/SNLI/ImagesDev\image_373.jpg
Which horse are you wagering on.,C:/DataSet/SNLI/ImagesDev\image_374.jpg
Which horse are you wagering on.,C:/DataSet/SNLI/ImagesDev\image_375.jpg
Which horse are you wagering on.,C:/DataSet/SNLI/ImagesDev\image_376.jpg
Milton scrunched his eyes and moodily turned back to his computer like a damsel in distress.,C:/DataSet/SNLI/ImagesDev\image_377.jpg
Milton scrunched his eyes and moodily turned back to his computer like a damsel in distress.,C:/DataSet/SNLI/ImagesDev\image_378.jpg
"In the fading sunlight, he looked like a secret agent for satan.",C:/DataSet/SNLI/ImagesDev\image_379.jpg
"In the fading sunlight, he looked like a secret agent for satan.",C:/DataSet/SNLI/ImagesDev\image_380.jpg
"In the fading sunlight, he looked like a secret agent for satan.",C:/DataSet/SNLI/ImagesDev\image_381.jpg
"In the fading sunlight, he looked like a secret agent for satan.",C:/DataSet/SNLI/ImagesDev\image_382.jpg
Calm down - there's no need to get all steamed up about it.,C:/DataSet/SNLI/ImagesDev\image_383.jpg
Calm down - there's no need to get all steamed up about it.,C:/DataSet/SNLI/ImagesDev\image_384.jpg
Calm down - there's no need to get all steamed up about it.,C:/DataSet/SNLI/ImagesDev\image_385.jpg
Calm down - there's no need to get all steamed up about it.,C:/DataSet/SNLI/ImagesDev\image_386.jpg
It starts to worry you that everyone is like a snowman looking at the first spring sun.,C:/DataSet/SNLI/ImagesDev\image_387.jpg
It starts to worry you that everyone is like a snowman looking at the first spring sun.,C:/DataSet/SNLI/ImagesDev\image_388.jpg
It starts to worry you that everyone is like a snowman looking at the first spring sun.,C:/DataSet/SNLI/ImagesDev\image_389.jpg
It starts to worry you that everyone is like a snowman looking at the first spring sun.,C:/DataSet/SNLI/ImagesDev\image_390.jpg
Now he feels like a high mountain lake without a wind stirring it.,C:/DataSet/SNLI/ImagesDev\image_391.jpg
Now he feels like a high mountain lake without a wind stirring it.,C:/DataSet/SNLI/ImagesDev\image_392.jpg
Now he feels like a high mountain lake without a wind stirring it.,C:/DataSet/SNLI/ImagesDev\image_393.jpg
Now he feels like a high mountain lake without a wind stirring it.,C:/DataSet/SNLI/ImagesDev\image_394.jpg
When I was in college I lived on a very lean budget.,C:/DataSet/SNLI/ImagesDev\image_395.jpg
When I was in college I lived on a very lean budget.,C:/DataSet/SNLI/ImagesDev\image_396.jpg
When I was in college I lived on a very lean budget.,C:/DataSet/SNLI/ImagesDev\image_397.jpg
When I was in college I lived on a very lean budget.,C:/DataSet/SNLI/ImagesDev\image_398.jpg
When I was in college I lived on a very lean budget.,C:/DataSet/SNLI/ImagesDev\image_399.jpg
When I was in college I lived on a very lean budget.,C:/DataSet/SNLI/ImagesDev\image_400.jpg
When I was in college I lived on a very lean budget.,C:/DataSet/SNLI/ImagesDev\image_401.jpg
When I was in college I lived on a very lean budget.,C:/DataSet/SNLI/ImagesDev\image_402.jpg
When I was in college I lived on a very lean budget.,C:/DataSet/SNLI/ImagesDev\image_403.jpg
When I was in college I lived on a very lean budget.,C:/DataSet/SNLI/ImagesDev\image_404.jpg
When I was in college I lived on a very lean budget.,C:/DataSet/SNLI/ImagesDev\image_405.jpg
When I was in college I lived on a very lean budget.,C:/DataSet/SNLI/ImagesDev\image_406.jpg
If you are drowning in a sea of minor problems you cannot focus on what matters,C:/DataSet/SNLI/ImagesDev\image_407.jpg
If you are drowning in a sea of minor problems you cannot focus on what matters,C:/DataSet/SNLI/ImagesDev\image_408.jpg
If you are drowning in a sea of minor problems you cannot focus on what matters,C:/DataSet/SNLI/ImagesDev\image_409.jpg
If you are drowning in a sea of minor problems you cannot focus on what matters,C:/DataSet/SNLI/ImagesDev\image_410.jpg
If you are drowning in a sea of minor problems you cannot focus on what matters,C:/DataSet/SNLI/ImagesDev\image_411.jpg
If you are drowning in a sea of minor problems you cannot focus on what matters,C:/DataSet/SNLI/ImagesDev\image_412.jpg
If you are drowning in a sea of minor problems you cannot focus on what matters,C:/DataSet/SNLI/ImagesDev\image_413.jpg
If you are drowning in a sea of minor problems you cannot focus on what matters,C:/DataSet/SNLI/ImagesDev\image_414.jpg
If you are drowning in a sea of minor problems you cannot focus on what matters,C:/DataSet/SNLI/ImagesDev\image_415.jpg
If you are drowning in a sea of minor problems you cannot focus on what matters,C:/DataSet/SNLI/ImagesDev\image_416.jpg
If you are drowning in a sea of minor problems you cannot focus on what matters,C:/DataSet/SNLI/ImagesDev\image_417.jpg
If you are drowning in a sea of minor problems you cannot focus on what matters,C:/DataSet/SNLI/ImagesDev\image_418.jpg
"You say you're just like us, a flame-driven puppet; but ive been watching you, and you move like a ballet dancer, girl!",C:/DataSet/SNLI/ImagesDev\image_419.jpg
"You say you're just like us, a flame-driven puppet; but ive been watching you, and you move like a ballet dancer, girl!",C:/DataSet/SNLI/ImagesDev\image_420.jpg
"You say you're just like us, a flame-driven puppet; but ive been watching you, and you move like a ballet dancer, girl!",C:/DataSet/SNLI/ImagesDev\image_421.jpg
"You say you're just like us, a flame-driven puppet; but ive been watching you, and you move like a ballet dancer, girl!",C:/DataSet/SNLI/ImagesDev\image_422.jpg
The sky was on fire and he felt pain pouring down.,C:/DataSet/SNLI/ImagesDev\image_423.jpg
The sky was on fire and he felt pain pouring down.,C:/DataSet/SNLI/ImagesDev\image_424.jpg
The sky was on fire and he felt pain pouring down.,C:/DataSet/SNLI/ImagesDev\image_425.jpg
The sky was on fire and he felt pain pouring down.,C:/DataSet/SNLI/ImagesDev\image_426.jpg
The sky was on fire and he felt pain pouring down.,C:/DataSet/SNLI/ImagesDev\image_427.jpg
The sky was on fire and he felt pain pouring down.,C:/DataSet/SNLI/ImagesDev\image_428.jpg
The sky was on fire and he felt pain pouring down.,C:/DataSet/SNLI/ImagesDev\image_429.jpg
The sky was on fire and he felt pain pouring down.,C:/DataSet/SNLI/ImagesDev\image_430.jpg
The sky was on fire and he felt pain pouring down.,C:/DataSet/SNLI/ImagesDev\image_431.jpg
The sky was on fire and he felt pain pouring down.,C:/DataSet/SNLI/ImagesDev\image_432.jpg
The sky was on fire and he felt pain pouring down.,C:/DataSet/SNLI/ImagesDev\image_433.jpg
The sky was on fire and he felt pain pouring down.,C:/DataSet/SNLI/ImagesDev\image_434.jpg
The sky was on fire and he felt pain pouring down.,C:/DataSet/SNLI/ImagesDev\image_435.jpg
The sky was on fire and he felt pain pouring down.,C:/DataSet/SNLI/ImagesDev\image_436.jpg
The sky was on fire and he felt pain pouring down.,C:/DataSet/SNLI/ImagesDev\image_437.jpg
The sky was on fire and he felt pain pouring down.,C:/DataSet/SNLI/ImagesDev\image_438.jpg
When I looked at my friend after the storm he was a ghost.,C:/DataSet/SNLI/ImagesDev\image_439.jpg
When I looked at my friend after the storm he was a ghost.,C:/DataSet/SNLI/ImagesDev\image_440.jpg
When I looked at my friend after the storm he was a ghost.,C:/DataSet/SNLI/ImagesDev\image_441.jpg
They said that lately the castle was like a beehive.,C:/DataSet/SNLI/ImagesDev\image_442.jpg
They said that lately the castle was like a beehive.,C:/DataSet/SNLI/ImagesDev\image_443.jpg
They said that lately the castle was like a beehive.,C:/DataSet/SNLI/ImagesDev\image_444.jpg
They said that lately the castle was like a beehive.,C:/DataSet/SNLI/ImagesDev\image_445.jpg
I start to prowl across the room like a tightrope walker on dental floss.,C:/DataSet/SNLI/ImagesDev\image_446.jpg
I start to prowl across the room like a tightrope walker on dental floss.,C:/DataSet/SNLI/ImagesDev\image_447.jpg
He lay before the beaming sun.,C:/DataSet/SNLI/ImagesDev\image_448.jpg
He lay before the beaming sun.,C:/DataSet/SNLI/ImagesDev\image_449.jpg
The woman burst in a warm laughter.,C:/DataSet/SNLI/ImagesDev\image_450.jpg
The woman burst in a warm laughter.,C:/DataSet/SNLI/ImagesDev\image_451.jpg
The woman burst in a warm laughter.,C:/DataSet/SNLI/ImagesDev\image_452.jpg
The woman burst in a warm laughter.,C:/DataSet/SNLI/ImagesDev\image_453.jpg
These events could shape the balance of power.,C:/DataSet/SNLI/ImagesDev\image_454.jpg
These events could shape the balance of power.,C:/DataSet/SNLI/ImagesDev\image_455.jpg
These events could shape the balance of power.,C:/DataSet/SNLI/ImagesDev\image_456.jpg
The wind howled; the waves dashed their bucklers together - we were in the jaws of death,C:/DataSet/SNLI/ImagesDev\image_457.jpg
The wind howled; the waves dashed their bucklers together - we were in the jaws of death,C:/DataSet/SNLI/ImagesDev\image_458.jpg
The wind howled; the waves dashed their bucklers together - we were in the jaws of death,C:/DataSet/SNLI/ImagesDev\image_459.jpg
The wind howled; the waves dashed their bucklers together - we were in the jaws of death,C:/DataSet/SNLI/ImagesDev\image_460.jpg
The wind howled; the waves dashed their bucklers together - we were in the jaws of death,C:/DataSet/SNLI/ImagesDev\image_461.jpg
The wind howled; the waves dashed their bucklers together - we were in the jaws of death,C:/DataSet/SNLI/ImagesDev\image_462.jpg
The wind howled; the waves dashed their bucklers together - we were in the jaws of death,C:/DataSet/SNLI/ImagesDev\image_463.jpg
The wind howled; the waves dashed their bucklers together - we were in the jaws of death,C:/DataSet/SNLI/ImagesDev\image_464.jpg
The wind howled; the waves dashed their bucklers together - we were in the jaws of death,C:/DataSet/SNLI/ImagesDev\image_465.jpg
The wind howled; the waves dashed their bucklers together - we were in the jaws of death,C:/DataSet/SNLI/ImagesDev\image_466.jpg
The wind howled; the waves dashed their bucklers together - we were in the jaws of death,C:/DataSet/SNLI/ImagesDev\image_467.jpg
The wind howled; the waves dashed their bucklers together - we were in the jaws of death,C:/DataSet/SNLI/ImagesDev\image_468.jpg
The wind howled; the waves dashed their bucklers together - we were in the jaws of death,C:/DataSet/SNLI/ImagesDev\image_469.jpg
The wind howled; the waves dashed their bucklers together - we were in the jaws of death,C:/DataSet/SNLI/ImagesDev\image_470.jpg
The wind howled; the waves dashed their bucklers together - we were in the jaws of death,C:/DataSet/SNLI/ImagesDev\image_471.jpg
The wind howled; the waves dashed their bucklers together - we were in the jaws of death,C:/DataSet/SNLI/ImagesDev\image_472.jpg
The images flashed in the brilliance that covered him like a plush blanket,C:/DataSet/SNLI/ImagesDev\image_473.jpg
The images flashed in the brilliance that covered him like a plush blanket,C:/DataSet/SNLI/ImagesDev\image_474.jpg
The images flashed in the brilliance that covered him like a plush blanket,C:/DataSet/SNLI/ImagesDev\image_475.jpg
The images flashed in the brilliance that covered him like a plush blanket,C:/DataSet/SNLI/ImagesDev\image_476.jpg
"Far above him  swam  the heavens ,",C:/DataSet/SNLI/ImagesDev\image_477.jpg
"Far above him  swam  the heavens ,",C:/DataSet/SNLI/ImagesDev\image_478.jpg
