Metaphor,Image
The task of unraveling seemed impossible; it lay before pruett like an unfinished nightmare .,C:/DataSet/SNLI/ImagesTrain\image_1123.jpg
The task of unraveling seemed impossible; it lay before pruett like an unfinished nightmare .,C:/DataSet/SNLI/ImagesTrain\image_1124.jpg
"‘ Westerns have a gladiatorial , timeless quality .",C:/DataSet/SNLI/ImagesTrain\image_1125.jpg
"‘ Westerns have a gladiatorial , timeless quality .",C:/DataSet/SNLI/ImagesTrain\image_1126.jpg
"‘ Westerns have a gladiatorial , timeless quality .",C:/DataSet/SNLI/ImagesTrain\image_1127.jpg
"‘ Westerns have a gladiatorial , timeless quality .",C:/DataSet/SNLI/ImagesTrain\image_1128.jpg
Following the earlier quake Turkey accepted help from dozens of countries including Israel and Armenia with which it has frosty relations.,C:/DataSet/SNLI/ImagesTrain\image_1129.jpg
Following the earlier quake Turkey accepted help from dozens of countries including Israel and Armenia with which it has frosty relations.,C:/DataSet/SNLI/ImagesTrain\image_1130.jpg
Following the earlier quake Turkey accepted help from dozens of countries including Israel and Armenia with which it has frosty relations.,C:/DataSet/SNLI/ImagesTrain\image_1131.jpg
Following the earlier quake Turkey accepted help from dozens of countries including Israel and Armenia with which it has frosty relations.,C:/DataSet/SNLI/ImagesTrain\image_1132.jpg
Following the earlier quake Turkey accepted help from dozens of countries including Israel and Armenia with which it has frosty relations.,C:/DataSet/SNLI/ImagesTrain\image_1133.jpg
Following the earlier quake Turkey accepted help from dozens of countries including Israel and Armenia with which it has frosty relations.,C:/DataSet/SNLI/ImagesTrain\image_1134.jpg
Following the earlier quake Turkey accepted help from dozens of countries including Israel and Armenia with which it has frosty relations.,C:/DataSet/SNLI/ImagesTrain\image_1135.jpg
Following the earlier quake Turkey accepted help from dozens of countries including Israel and Armenia with which it has frosty relations.,C:/DataSet/SNLI/ImagesTrain\image_1136.jpg
Following the earlier quake Turkey accepted help from dozens of countries including Israel and Armenia with which it has frosty relations.,C:/DataSet/SNLI/ImagesTrain\image_1137.jpg
Following the earlier quake Turkey accepted help from dozens of countries including Israel and Armenia with which it has frosty relations.,C:/DataSet/SNLI/ImagesTrain\image_1138.jpg
Following the earlier quake Turkey accepted help from dozens of countries including Israel and Armenia with which it has frosty relations.,C:/DataSet/SNLI/ImagesTrain\image_1139.jpg
Following the earlier quake Turkey accepted help from dozens of countries including Israel and Armenia with which it has frosty relations.,C:/DataSet/SNLI/ImagesTrain\image_1140.jpg
Her neck was like the smooth curve of a pearl.,C:/DataSet/SNLI/ImagesTrain\image_1141.jpg
Her neck was like the smooth curve of a pearl.,C:/DataSet/SNLI/ImagesTrain\image_1142.jpg
Her neck was like the smooth curve of a pearl.,C:/DataSet/SNLI/ImagesTrain\image_1143.jpg
Her neck was like the smooth curve of a pearl.,C:/DataSet/SNLI/ImagesTrain\image_1144.jpg
The moon winked back at itself from the lake’s surface.,C:/DataSet/SNLI/ImagesTrain\image_1145.jpg
You're as affectionate as a crocodile,C:/DataSet/SNLI/ImagesTrain\image_1146.jpg
You're as affectionate as a crocodile,C:/DataSet/SNLI/ImagesTrain\image_1147.jpg
You're as affectionate as a crocodile,C:/DataSet/SNLI/ImagesTrain\image_1148.jpg
You're as affectionate as a crocodile,C:/DataSet/SNLI/ImagesTrain\image_1149.jpg
The faculty meeting was a tragedy,C:/DataSet/SNLI/ImagesTrain\image_1150.jpg
The faculty meeting was a tragedy,C:/DataSet/SNLI/ImagesTrain\image_1151.jpg
The faculty meeting was a tragedy,C:/DataSet/SNLI/ImagesTrain\image_1152.jpg
The faculty meeting was a tragedy,C:/DataSet/SNLI/ImagesTrain\image_1153.jpg
The faculty meeting was a tragedy,C:/DataSet/SNLI/ImagesTrain\image_1154.jpg
The faculty meeting was a tragedy,C:/DataSet/SNLI/ImagesTrain\image_1155.jpg
The faculty meeting was a tragedy,C:/DataSet/SNLI/ImagesTrain\image_1156.jpg
The faculty meeting was a tragedy,C:/DataSet/SNLI/ImagesTrain\image_1157.jpg
The faculty meeting was a tragedy,C:/DataSet/SNLI/ImagesTrain\image_1158.jpg
The faculty meeting was a tragedy,C:/DataSet/SNLI/ImagesTrain\image_1159.jpg
The faculty meeting was a tragedy,C:/DataSet/SNLI/ImagesTrain\image_1160.jpg
The faculty meeting was a tragedy,C:/DataSet/SNLI/ImagesTrain\image_1161.jpg
The faculty meeting was a tragedy,C:/DataSet/SNLI/ImagesTrain\image_1162.jpg
The faculty meeting was a tragedy,C:/DataSet/SNLI/ImagesTrain\image_1163.jpg
The faculty meeting was a tragedy,C:/DataSet/SNLI/ImagesTrain\image_1164.jpg
The faculty meeting was a tragedy,C:/DataSet/SNLI/ImagesTrain\image_1165.jpg
She dawned sunflower seeds.,C:/DataSet/SNLI/ImagesTrain\image_1166.jpg
She dawned sunflower seeds.,C:/DataSet/SNLI/ImagesTrain\image_1167.jpg
She dawned sunflower seeds.,C:/DataSet/SNLI/ImagesTrain\image_1168.jpg
She dawned sunflower seeds.,C:/DataSet/SNLI/ImagesTrain\image_1169.jpg
The children were roses beautiful and forlorn,C:/DataSet/SNLI/ImagesTrain\image_1170.jpg
The children were roses beautiful and forlorn,C:/DataSet/SNLI/ImagesTrain\image_1171.jpg
The children were roses beautiful and forlorn,C:/DataSet/SNLI/ImagesTrain\image_1172.jpg
The children were roses beautiful and forlorn,C:/DataSet/SNLI/ImagesTrain\image_1173.jpg
The children were roses beautiful and forlorn,C:/DataSet/SNLI/ImagesTrain\image_1174.jpg
The children were roses beautiful and forlorn,C:/DataSet/SNLI/ImagesTrain\image_1175.jpg
The children were roses beautiful and forlorn,C:/DataSet/SNLI/ImagesTrain\image_1176.jpg
The children were roses beautiful and forlorn,C:/DataSet/SNLI/ImagesTrain\image_1177.jpg
The children were roses beautiful and forlorn,C:/DataSet/SNLI/ImagesTrain\image_1178.jpg
The children were roses beautiful and forlorn,C:/DataSet/SNLI/ImagesTrain\image_1179.jpg
The children were roses beautiful and forlorn,C:/DataSet/SNLI/ImagesTrain\image_1180.jpg
The children were roses beautiful and forlorn,C:/DataSet/SNLI/ImagesTrain\image_1181.jpg
The children were roses beautiful and forlorn,C:/DataSet/SNLI/ImagesTrain\image_1182.jpg
The children were roses beautiful and forlorn,C:/DataSet/SNLI/ImagesTrain\image_1183.jpg
The children were roses beautiful and forlorn,C:/DataSet/SNLI/ImagesTrain\image_1184.jpg
The children were roses beautiful and forlorn,C:/DataSet/SNLI/ImagesTrain\image_1185.jpg
The bus bolted down the road.,C:/DataSet/SNLI/ImagesTrain\image_1186.jpg
The bus bolted down the road.,C:/DataSet/SNLI/ImagesTrain\image_1187.jpg
She was dolled up yellow that day.,C:/DataSet/SNLI/ImagesTrain\image_1188.jpg
She was dolled up yellow that day.,C:/DataSet/SNLI/ImagesTrain\image_1189.jpg
She was dolled up yellow that day.,C:/DataSet/SNLI/ImagesTrain\image_1190.jpg
She was dolled up yellow that day.,C:/DataSet/SNLI/ImagesTrain\image_1191.jpg
The smell of smoke rested on the delinquent.,C:/DataSet/SNLI/ImagesTrain\image_1192.jpg
The smell of smoke rested on the delinquent.,C:/DataSet/SNLI/ImagesTrain\image_1193.jpg
The smell of smoke rested on the delinquent.,C:/DataSet/SNLI/ImagesTrain\image_1194.jpg
The smell of smoke rested on the delinquent.,C:/DataSet/SNLI/ImagesTrain\image_1195.jpg
"In addition, the storm trampled the town.",C:/DataSet/SNLI/ImagesTrain\image_1196.jpg
"In addition, the storm trampled the town.",C:/DataSet/SNLI/ImagesTrain\image_1197.jpg
You decline but the man is like a cocky salesman.,C:/DataSet/SNLI/ImagesTrain\image_1198.jpg
You decline but the man is like a cocky salesman.,C:/DataSet/SNLI/ImagesTrain\image_1199.jpg
You decline but the man is like a cocky salesman.,C:/DataSet/SNLI/ImagesTrain\image_1200.jpg
You decline but the man is like a cocky salesman.,C:/DataSet/SNLI/ImagesTrain\image_1201.jpg
I feel like a train barreling of control.,C:/DataSet/SNLI/ImagesTrain\image_1202.jpg
Only the bare outlines of the stories are here.,C:/DataSet/SNLI/ImagesTrain\image_1203.jpg
Only the bare outlines of the stories are here.,C:/DataSet/SNLI/ImagesTrain\image_1204.jpg
Only the bare outlines of the stories are here.,C:/DataSet/SNLI/ImagesTrain\image_1205.jpg
Only the bare outlines of the stories are here.,C:/DataSet/SNLI/ImagesTrain\image_1206.jpg
Only the bare outlines of the stories are here.,C:/DataSet/SNLI/ImagesTrain\image_1207.jpg
Only the bare outlines of the stories are here.,C:/DataSet/SNLI/ImagesTrain\image_1208.jpg
Only the bare outlines of the stories are here.,C:/DataSet/SNLI/ImagesTrain\image_1209.jpg
Only the bare outlines of the stories are here.,C:/DataSet/SNLI/ImagesTrain\image_1210.jpg
Only the bare outlines of the stories are here.,C:/DataSet/SNLI/ImagesTrain\image_1211.jpg
Only the bare outlines of the stories are here.,C:/DataSet/SNLI/ImagesTrain\image_1212.jpg
Only the bare outlines of the stories are here.,C:/DataSet/SNLI/ImagesTrain\image_1213.jpg
Only the bare outlines of the stories are here.,C:/DataSet/SNLI/ImagesTrain\image_1214.jpg
"You both have something important to say, but time is like a dwindling hourglass.",C:/DataSet/SNLI/ImagesTrain\image_1215.jpg
"You both have something important to say, but time is like a dwindling hourglass.",C:/DataSet/SNLI/ImagesTrain\image_1216.jpg
"You both have something important to say, but time is like a dwindling hourglass.",C:/DataSet/SNLI/ImagesTrain\image_1217.jpg
I'm as hairy as a naked mole rat,C:/DataSet/SNLI/ImagesTrain\image_1218.jpg
I'm as hairy as a naked mole rat,C:/DataSet/SNLI/ImagesTrain\image_1219.jpg
I'm as hairy as a naked mole rat,C:/DataSet/SNLI/ImagesTrain\image_1220.jpg
I'm as hairy as a naked mole rat,C:/DataSet/SNLI/ImagesTrain\image_1221.jpg
Countless marriages have survived initial problems.,C:/DataSet/SNLI/ImagesTrain\image_1222.jpg
Countless marriages have survived initial problems.,C:/DataSet/SNLI/ImagesTrain\image_1223.jpg
Countless marriages have survived initial problems.,C:/DataSet/SNLI/ImagesTrain\image_1224.jpg
Countless marriages have survived initial problems.,C:/DataSet/SNLI/ImagesTrain\image_1225.jpg
Countless marriages have survived initial problems.,C:/DataSet/SNLI/ImagesTrain\image_1226.jpg
Countless marriages have survived initial problems.,C:/DataSet/SNLI/ImagesTrain\image_1227.jpg
Countless marriages have survived initial problems.,C:/DataSet/SNLI/ImagesTrain\image_1228.jpg
Countless marriages have survived initial problems.,C:/DataSet/SNLI/ImagesTrain\image_1229.jpg
Countless marriages have survived initial problems.,C:/DataSet/SNLI/ImagesTrain\image_1230.jpg
Countless marriages have survived initial problems.,C:/DataSet/SNLI/ImagesTrain\image_1231.jpg
Countless marriages have survived initial problems.,C:/DataSet/SNLI/ImagesTrain\image_1232.jpg
Countless marriages have survived initial problems.,C:/DataSet/SNLI/ImagesTrain\image_1233.jpg
"A few weeks later, a letter arrives, explaining that you are like a daisy in a field of sunflowers.",C:/DataSet/SNLI/ImagesTrain\image_1234.jpg
"A few weeks later, a letter arrives, explaining that you are like a daisy in a field of sunflowers.",C:/DataSet/SNLI/ImagesTrain\image_1235.jpg
"A few weeks later, a letter arrives, explaining that you are like a daisy in a field of sunflowers.",C:/DataSet/SNLI/ImagesTrain\image_1236.jpg
"A few weeks later, a letter arrives, explaining that you are like a daisy in a field of sunflowers.",C:/DataSet/SNLI/ImagesTrain\image_1237.jpg
"In addition, the storm bombed the town.",C:/DataSet/SNLI/ImagesTrain\image_1238.jpg
"In addition, the storm bombed the town.",C:/DataSet/SNLI/ImagesTrain\image_1239.jpg
"In addition, the storm bombed the town.",C:/DataSet/SNLI/ImagesTrain\image_1240.jpg
"In addition, the storm bombed the town.",C:/DataSet/SNLI/ImagesTrain\image_1241.jpg
My brain is glowing after the bottle of champagne.,C:/DataSet/SNLI/ImagesTrain\image_1242.jpg
My brain is glowing after the bottle of champagne.,C:/DataSet/SNLI/ImagesTrain\image_1243.jpg
My brain is glowing after the bottle of champagne.,C:/DataSet/SNLI/ImagesTrain\image_1244.jpg
Terrys eyes changed to the threat now coming at him like a freight train.,C:/DataSet/SNLI/ImagesTrain\image_1245.jpg
Terrys eyes changed to the threat now coming at him like a freight train.,C:/DataSet/SNLI/ImagesTrain\image_1246.jpg
Terrys eyes changed to the threat now coming at him like a freight train.,C:/DataSet/SNLI/ImagesTrain\image_1247.jpg
The computer in the classroom was a dinosaur,C:/DataSet/SNLI/ImagesTrain\image_1248.jpg
The computer in the classroom was a dinosaur,C:/DataSet/SNLI/ImagesTrain\image_1249.jpg
The computer in the classroom was a dinosaur,C:/DataSet/SNLI/ImagesTrain\image_1250.jpg
The computer in the classroom was a dinosaur,C:/DataSet/SNLI/ImagesTrain\image_1251.jpg
The computer in the classroom was a dinosaur,C:/DataSet/SNLI/ImagesTrain\image_1252.jpg
The computer in the classroom was a dinosaur,C:/DataSet/SNLI/ImagesTrain\image_1253.jpg
The computer in the classroom was a dinosaur,C:/DataSet/SNLI/ImagesTrain\image_1254.jpg
The computer in the classroom was a dinosaur,C:/DataSet/SNLI/ImagesTrain\image_1255.jpg
The computer in the classroom was a dinosaur,C:/DataSet/SNLI/ImagesTrain\image_1256.jpg
The computer in the classroom was a dinosaur,C:/DataSet/SNLI/ImagesTrain\image_1257.jpg
The computer in the classroom was a dinosaur,C:/DataSet/SNLI/ImagesTrain\image_1258.jpg
The computer in the classroom was a dinosaur,C:/DataSet/SNLI/ImagesTrain\image_1259.jpg
The computer in the classroom was a dinosaur,C:/DataSet/SNLI/ImagesTrain\image_1260.jpg
The computer in the classroom was a dinosaur,C:/DataSet/SNLI/ImagesTrain\image_1261.jpg
The computer in the classroom was a dinosaur,C:/DataSet/SNLI/ImagesTrain\image_1262.jpg
The computer in the classroom was a dinosaur,C:/DataSet/SNLI/ImagesTrain\image_1263.jpg
The faculty meeting was a real war,C:/DataSet/SNLI/ImagesTrain\image_1264.jpg
The faculty meeting was a real war,C:/DataSet/SNLI/ImagesTrain\image_1265.jpg
The faculty meeting was a real war,C:/DataSet/SNLI/ImagesTrain\image_1266.jpg
The faculty meeting was a real war,C:/DataSet/SNLI/ImagesTrain\image_1267.jpg
The faculty meeting was a real war,C:/DataSet/SNLI/ImagesTrain\image_1268.jpg
The faculty meeting was a real war,C:/DataSet/SNLI/ImagesTrain\image_1269.jpg
The faculty meeting was a real war,C:/DataSet/SNLI/ImagesTrain\image_1270.jpg
The faculty meeting was a real war,C:/DataSet/SNLI/ImagesTrain\image_1271.jpg
The faculty meeting was a real war,C:/DataSet/SNLI/ImagesTrain\image_1272.jpg
The faculty meeting was a real war,C:/DataSet/SNLI/ImagesTrain\image_1273.jpg
The faculty meeting was a real war,C:/DataSet/SNLI/ImagesTrain\image_1274.jpg
The faculty meeting was a real war,C:/DataSet/SNLI/ImagesTrain\image_1275.jpg
The faculty meeting was a real war,C:/DataSet/SNLI/ImagesTrain\image_1276.jpg
The faculty meeting was a real war,C:/DataSet/SNLI/ImagesTrain\image_1277.jpg
The faculty meeting was a real war,C:/DataSet/SNLI/ImagesTrain\image_1278.jpg
The faculty meeting was a real war,C:/DataSet/SNLI/ImagesTrain\image_1279.jpg
She clawed the doorknob.,C:/DataSet/SNLI/ImagesTrain\image_1280.jpg
The branch was sharp like a rubber eraser,C:/DataSet/SNLI/ImagesTrain\image_1281.jpg
The branch was sharp like a rubber eraser,C:/DataSet/SNLI/ImagesTrain\image_1282.jpg
The branch was sharp like a rubber eraser,C:/DataSet/SNLI/ImagesTrain\image_1283.jpg
The branch was sharp like a rubber eraser,C:/DataSet/SNLI/ImagesTrain\image_1284.jpg
The path climbed all the way to the top of the hill.,C:/DataSet/SNLI/ImagesTrain\image_1285.jpg
The path climbed all the way to the top of the hill.,C:/DataSet/SNLI/ImagesTrain\image_1286.jpg
The path climbed all the way to the top of the hill.,C:/DataSet/SNLI/ImagesTrain\image_1287.jpg
I live like a CEO with diamond-studded sneakers.,C:/DataSet/SNLI/ImagesTrain\image_1288.jpg
I live like a CEO with diamond-studded sneakers.,C:/DataSet/SNLI/ImagesTrain\image_1289.jpg
"They watched as the full moon completely rose out of the edge of the ocean, like a silver medallion , veiled by just a few wisps of a cloud.",C:/DataSet/SNLI/ImagesTrain\image_1290.jpg
"They watched as the full moon completely rose out of the edge of the ocean, like a silver medallion , veiled by just a few wisps of a cloud.",C:/DataSet/SNLI/ImagesTrain\image_1291.jpg
"They watched as the full moon completely rose out of the edge of the ocean, like a silver medallion , veiled by just a few wisps of a cloud.",C:/DataSet/SNLI/ImagesTrain\image_1292.jpg
"They watched as the full moon completely rose out of the edge of the ocean, like a silver medallion , veiled by just a few wisps of a cloud.",C:/DataSet/SNLI/ImagesTrain\image_1293.jpg
"His gaze was like a steady, strong flame .",C:/DataSet/SNLI/ImagesTrain\image_1294.jpg
He's got muscles like a jellyfish,C:/DataSet/SNLI/ImagesTrain\image_1295.jpg
Then they cried a sea of tears,C:/DataSet/SNLI/ImagesTrain\image_1296.jpg
Then they cried a sea of tears,C:/DataSet/SNLI/ImagesTrain\image_1297.jpg
Then they cried a sea of tears,C:/DataSet/SNLI/ImagesTrain\image_1298.jpg
Then they cried a sea of tears,C:/DataSet/SNLI/ImagesTrain\image_1299.jpg
Then they cried a sea of tears,C:/DataSet/SNLI/ImagesTrain\image_1300.jpg
Then they cried a sea of tears,C:/DataSet/SNLI/ImagesTrain\image_1301.jpg
Then they cried a sea of tears,C:/DataSet/SNLI/ImagesTrain\image_1302.jpg
Then they cried a sea of tears,C:/DataSet/SNLI/ImagesTrain\image_1303.jpg
Then they cried a sea of tears,C:/DataSet/SNLI/ImagesTrain\image_1304.jpg
Then they cried a sea of tears,C:/DataSet/SNLI/ImagesTrain\image_1305.jpg
Then they cried a sea of tears,C:/DataSet/SNLI/ImagesTrain\image_1306.jpg
Then they cried a sea of tears,C:/DataSet/SNLI/ImagesTrain\image_1307.jpg
Then they cried a sea of tears,C:/DataSet/SNLI/ImagesTrain\image_1308.jpg
Then they cried a sea of tears,C:/DataSet/SNLI/ImagesTrain\image_1309.jpg
Then they cried a sea of tears,C:/DataSet/SNLI/ImagesTrain\image_1310.jpg
Then they cried a sea of tears,C:/DataSet/SNLI/ImagesTrain\image_1311.jpg
It was like a woodland deadfall in winter before the snow.,C:/DataSet/SNLI/ImagesTrain\image_1312.jpg
It was like a woodland deadfall in winter before the snow.,C:/DataSet/SNLI/ImagesTrain\image_1313.jpg
It was like a woodland deadfall in winter before the snow.,C:/DataSet/SNLI/ImagesTrain\image_1314.jpg
It was like a woodland deadfall in winter before the snow.,C:/DataSet/SNLI/ImagesTrain\image_1315.jpg
"Jake tried to pull the crystal off the battery to silence the phone, but it was stuck like a barnacle to a rusty ship.",C:/DataSet/SNLI/ImagesTrain\image_1316.jpg
"Jake tried to pull the crystal off the battery to silence the phone, but it was stuck like a barnacle to a rusty ship.",C:/DataSet/SNLI/ImagesTrain\image_1317.jpg
"Jake tried to pull the crystal off the battery to silence the phone, but it was stuck like a barnacle to a rusty ship.",C:/DataSet/SNLI/ImagesTrain\image_1318.jpg
"Jake tried to pull the crystal off the battery to silence the phone, but it was stuck like a barnacle to a rusty ship.",C:/DataSet/SNLI/ImagesTrain\image_1319.jpg
"His skin felt like a doves feathers and his little face was round, set by a golden crown of curls.",C:/DataSet/SNLI/ImagesTrain\image_1320.jpg
"His skin felt like a doves feathers and his little face was round, set by a golden crown of curls.",C:/DataSet/SNLI/ImagesTrain\image_1321.jpg
"His skin felt like a doves feathers and his little face was round, set by a golden crown of curls.",C:/DataSet/SNLI/ImagesTrain\image_1322.jpg
She was like a pure white lily .,C:/DataSet/SNLI/ImagesTrain\image_1323.jpg
She was like a pure white lily .,C:/DataSet/SNLI/ImagesTrain\image_1324.jpg
She was like a pure white lily .,C:/DataSet/SNLI/ImagesTrain\image_1325.jpg
She was like a pure white lily .,C:/DataSet/SNLI/ImagesTrain\image_1326.jpg
Lay the foundation for a new health care plan.,C:/DataSet/SNLI/ImagesTrain\image_1327.jpg
Lay the foundation for a new health care plan.,C:/DataSet/SNLI/ImagesTrain\image_1328.jpg
Lay the foundation for a new health care plan.,C:/DataSet/SNLI/ImagesTrain\image_1329.jpg
Lay the foundation for a new health care plan.,C:/DataSet/SNLI/ImagesTrain\image_1330.jpg
You just started staring off into space and smiling like a clown shouldering an axe.,C:/DataSet/SNLI/ImagesTrain\image_1331.jpg
You just started staring off into space and smiling like a clown shouldering an axe.,C:/DataSet/SNLI/ImagesTrain\image_1332.jpg
"Though the tricycle was moving fast, the wind was like a burning coal.",C:/DataSet/SNLI/ImagesTrain\image_1333.jpg
"Though the tricycle was moving fast, the wind was like a burning coal.",C:/DataSet/SNLI/ImagesTrain\image_1334.jpg
"Though the tricycle was moving fast, the wind was like a burning coal.",C:/DataSet/SNLI/ImagesTrain\image_1335.jpg
The faculty meeting was an easy breeze,C:/DataSet/SNLI/ImagesTrain\image_1336.jpg
The faculty meeting was an easy breeze,C:/DataSet/SNLI/ImagesTrain\image_1337.jpg
The faculty meeting was an easy breeze,C:/DataSet/SNLI/ImagesTrain\image_1338.jpg
The faculty meeting was an easy breeze,C:/DataSet/SNLI/ImagesTrain\image_1339.jpg
The faculty meeting was an easy breeze,C:/DataSet/SNLI/ImagesTrain\image_1340.jpg
The faculty meeting was an easy breeze,C:/DataSet/SNLI/ImagesTrain\image_1341.jpg
The faculty meeting was an easy breeze,C:/DataSet/SNLI/ImagesTrain\image_1342.jpg
The faculty meeting was an easy breeze,C:/DataSet/SNLI/ImagesTrain\image_1343.jpg
The faculty meeting was an easy breeze,C:/DataSet/SNLI/ImagesTrain\image_1344.jpg
The faculty meeting was an easy breeze,C:/DataSet/SNLI/ImagesTrain\image_1345.jpg
The faculty meeting was an easy breeze,C:/DataSet/SNLI/ImagesTrain\image_1346.jpg
The faculty meeting was an easy breeze,C:/DataSet/SNLI/ImagesTrain\image_1347.jpg
The faculty meeting was an easy breeze,C:/DataSet/SNLI/ImagesTrain\image_1348.jpg
The faculty meeting was an easy breeze,C:/DataSet/SNLI/ImagesTrain\image_1349.jpg
The faculty meeting was an easy breeze,C:/DataSet/SNLI/ImagesTrain\image_1350.jpg
The faculty meeting was an easy breeze,C:/DataSet/SNLI/ImagesTrain\image_1351.jpg
He always wore a smile.,C:/DataSet/SNLI/ImagesTrain\image_1352.jpg
He always wore a smile.,C:/DataSet/SNLI/ImagesTrain\image_1353.jpg
He always wore a smile.,C:/DataSet/SNLI/ImagesTrain\image_1354.jpg
He always wore a smile.,C:/DataSet/SNLI/ImagesTrain\image_1355.jpg
He breathed new life into the dilapidated house.,C:/DataSet/SNLI/ImagesTrain\image_1356.jpg
He breathed new life into the dilapidated house.,C:/DataSet/SNLI/ImagesTrain\image_1357.jpg
She devoured his novels.,C:/DataSet/SNLI/ImagesTrain\image_1358.jpg
She devoured his novels.,C:/DataSet/SNLI/ImagesTrain\image_1359.jpg
She devoured his novels.,C:/DataSet/SNLI/ImagesTrain\image_1360.jpg
She devoured his novels.,C:/DataSet/SNLI/ImagesTrain\image_1361.jpg
The woman's personality was as sweet as a War Head,C:/DataSet/SNLI/ImagesTrain\image_1362.jpg
The woman's personality was as sweet as a War Head,C:/DataSet/SNLI/ImagesTrain\image_1363.jpg
The woman's personality was as sweet as a War Head,C:/DataSet/SNLI/ImagesTrain\image_1364.jpg
The woman's personality was as sweet as a War Head,C:/DataSet/SNLI/ImagesTrain\image_1365.jpg
Lay a responsibility on someone.,C:/DataSet/SNLI/ImagesTrain\image_1366.jpg
Lay a responsibility on someone.,C:/DataSet/SNLI/ImagesTrain\image_1367.jpg
Lay a responsibility on someone.,C:/DataSet/SNLI/ImagesTrain\image_1368.jpg
Lay a responsibility on someone.,C:/DataSet/SNLI/ImagesTrain\image_1369.jpg
Monty swam in a sea of diamonds.,C:/DataSet/SNLI/ImagesTrain\image_1370.jpg
Monty swam in a sea of diamonds.,C:/DataSet/SNLI/ImagesTrain\image_1371.jpg
Monty swam in a sea of diamonds.,C:/DataSet/SNLI/ImagesTrain\image_1372.jpg
Monty swam in a sea of diamonds.,C:/DataSet/SNLI/ImagesTrain\image_1373.jpg
She was like a tranquil lake inside now,C:/DataSet/SNLI/ImagesTrain\image_1374.jpg
She was like a tranquil lake inside now,C:/DataSet/SNLI/ImagesTrain\image_1375.jpg
She was like a tranquil lake inside now,C:/DataSet/SNLI/ImagesTrain\image_1376.jpg
She was like a tranquil lake inside now,C:/DataSet/SNLI/ImagesTrain\image_1377.jpg
"Yes another security guard, caitlyn assumed, since he was well over six feet tall and looked like an army tank.",C:/DataSet/SNLI/ImagesTrain\image_1378.jpg
"Yes another security guard, caitlyn assumed, since he was well over six feet tall and looked like an army tank.",C:/DataSet/SNLI/ImagesTrain\image_1379.jpg
"Yes another security guard, caitlyn assumed, since he was well over six feet tall and looked like an army tank.",C:/DataSet/SNLI/ImagesTrain\image_1380.jpg
"Yes another security guard, caitlyn assumed, since he was well over six feet tall and looked like an army tank.",C:/DataSet/SNLI/ImagesTrain\image_1381.jpg
The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below on the faces that drift and blow,C:/DataSet/SNLI/ImagesTrain\image_1382.jpg
The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below on the faces that drift and blow,C:/DataSet/SNLI/ImagesTrain\image_1383.jpg
The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below on the faces that drift and blow,C:/DataSet/SNLI/ImagesTrain\image_1384.jpg
The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below on the faces that drift and blow,C:/DataSet/SNLI/ImagesTrain\image_1385.jpg
The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below on the faces that drift and blow,C:/DataSet/SNLI/ImagesTrain\image_1386.jpg
The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below on the faces that drift and blow,C:/DataSet/SNLI/ImagesTrain\image_1387.jpg
The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below on the faces that drift and blow,C:/DataSet/SNLI/ImagesTrain\image_1388.jpg
The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below on the faces that drift and blow,C:/DataSet/SNLI/ImagesTrain\image_1389.jpg
The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below on the faces that drift and blow,C:/DataSet/SNLI/ImagesTrain\image_1390.jpg
The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below on the faces that drift and blow,C:/DataSet/SNLI/ImagesTrain\image_1391.jpg
The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below on the faces that drift and blow,C:/DataSet/SNLI/ImagesTrain\image_1392.jpg
The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below on the faces that drift and blow,C:/DataSet/SNLI/ImagesTrain\image_1393.jpg
The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below on the faces that drift and blow,C:/DataSet/SNLI/ImagesTrain\image_1394.jpg
The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below on the faces that drift and blow,C:/DataSet/SNLI/ImagesTrain\image_1395.jpg
The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below on the faces that drift and blow,C:/DataSet/SNLI/ImagesTrain\image_1396.jpg
The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below on the faces that drift and blow,C:/DataSet/SNLI/ImagesTrain\image_1397.jpg
None of them have this habit of practicing shady tactics.,C:/DataSet/SNLI/ImagesTrain\image_1398.jpg
None of them have this habit of practicing shady tactics.,C:/DataSet/SNLI/ImagesTrain\image_1399.jpg
None of them have this habit of practicing shady tactics.,C:/DataSet/SNLI/ImagesTrain\image_1400.jpg
None of them have this habit of practicing shady tactics.,C:/DataSet/SNLI/ImagesTrain\image_1401.jpg
None of them have this habit of practicing shady tactics.,C:/DataSet/SNLI/ImagesTrain\image_1402.jpg
